header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Other space inside the building,Exterior space attached to the building,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Back garden,Shed / storage,Facilities.1,Type of parking facilities,error
Platanendreef 244,3137 CN Vlaardingen        ,https://www.funda.nl/en/koop/vlaardingen/huis-42546891-platanendreef-244/?navigateSource=resultlist,20220127_194834,"€ 375,000 kosten koper","€ 3,319    The asking price per m² (€ 375,000) is calculated by dividing the asking price of the home by the living area (113 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",8 weeks,Sold under reservation,Available in consultation,"Single-family home, corner house",Resale property,1985,Flat roof covered with other,Living area113 m²Other space inside the building11 m²Exterior space attached to the building1 m²External storage space5 m²,113 m²,11 m²,1 m²,5 m²,143 m²,428 m³,5 rooms (4 bedrooms),2 stories,"Air conditioning, mechanical ventilation and TV via cable",C        What does this mean?,Double glazing,CH boiler,CH boiler,2014,143 m²,Full ownership,"Alongside a quiet road, in residential district and unobstructed surrounding view","Back garden, front garden and side garden","32 m² (5 meter deep and 6,3 meter broad)",Built-in,Electricity and running water,Public parking,no
