header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Service charges,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Type of roof,Areas,Living area,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Facilities,Energy label,Insulation,Heating,Ownership situation,Location,Shed / storage,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Athenelaan 165 B,2152 KL Nieuw-Vennep        ,https://www.funda.nl/en/koop/nieuw-vennep/appartement-42677807-athenelaan-165-b/?navigateSource=resultlist,20220129_050322,"€ 389,000 kosten koper","€ 3,814    The asking price per m² (€ 389,000) is calculated by dividing the asking price of the home by the living area (102 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",€ 109 per month,2 weeks,Available,Available in consultation,€ 108.80 per month,Maisonnette (apartment),Resale property,2017,Flat roof,Living area102 m²Exterior space attached to the building8 m²,102 m²,8 m²,330 m³,3 rooms (2 bedrooms),1 bathroom and 1 separate toilet,Shower,3 stories,1st floor,Mechanical ventilation,A        What does this mean?,Completely insulated,Complete floor heating and heat pump,Full ownership,In residential district and unobstructed surrounding view,Attached brick storage,Public parking,Yes,Yes,Yes (€ 108.80 per month),Yes,Yes,Yes,no
