header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Type of roof,Areas,Living area,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Ownership situation,Location,Garden,Back garden,Garden location,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Van Hallstraat 35 H,1051 GX Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-42655246-van-hallstraat-35-h/?navigateSource=resultlist,20220130_184550,"€ 419,000 kosten koper","€ 7,102    The asking price per m² (€ 419,000) is calculated by dividing the asking price of the home by the living area (59 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",7 weeks,Available,Available in consultation,Ground-floor apartment (apartment),Resale property,Before 1906,Flat roof,Living area59 m²,59 m²,211 m³,3 rooms (2 bedrooms),1 bathroom,Bath and toilet,1 story,Ground floor,TV via cable,E        What does this mean?,Double glazing,CH boiler,CH boiler,"Intergas Compact HRE (gas-fired combination boiler from 2015, in ownership)",Full ownership,"Alongside busy road, in residential district and unobstructed surrounding view",Back garden,12 m² (4 meter deep and 3 meter broad),Located at the northeast,Paid parking,Yes,Yes,Yes,Yes,Yes,Yes,no
