header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Original asking price,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Quality marks,Areas,Living area,Other space inside the building,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,Location,Shed / storage,Type of parking facilities,error
Sloterweg 842 -IV,1066 CP Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/huis-42451016-sloterweg-842-iv/?navigateSource=resultlist,20220130_212625,"€ 1,500,000 vrij op naam","€ 5,034    The asking price per m² (€ 1,500,000) is calculated by dividing the asking price of the home by the living area (298 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","€ 1,475,000 vrij op naam",6+ months,Sold under reservation,Available in consultation,"Villa, detached residential property",New property,2022,Gable roof covered with roof tiles,Woningborg garantiecertificaat,Living area298 m²Other space inside the building16 m²,298 m²,16 m²,656 m³,7 rooms (5 bedrooms),2 bathrooms and 1 separate toilet,Bath and 2 toilets,3 stories,"Skylight, mechanical ventilation, TV via cable and solar panels",Not available,Completely insulated,Heat pump,Electrical boiler,Alongside water and unobstructed surrounding view,Built-in,Parking on private property,no
