header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Areas,Living area,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Energy label,Ownership situation,Location,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Beursstraat 29,1012 JV Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-88996649-beursstraat-29/?navigateSource=resultlist,20220130_205024,"€ 635,000 kosten koper","€ 6,902    The asking price per m² (€ 635,000) is calculated by dividing the asking price of the home by the living area (92 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 months,Available,Available in consultation,€ 114.00 per month,Upstairs apartment (apartment),Resale property,1800,Living area92 m²,92 m²,263 m³,4 rooms (3 bedrooms),1 bathroom and 1 separate toilet,Bath and shower,2 stories,3rd floor,Not available,Full ownership,Sheltered location and in center,Yes,Yes,Yes (€ 114.00 per month),No,Yes,Yes,no
