header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Quality marks,Areas,Living area,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of stories,Located at,Facilities,Provisional energy label,Insulation,Heating,Hot water,Ownership situation,Location,error
"De Jocob, stadsappartement - 4 kamers (Bouwnr. 226 - D2)",1065 VL Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-42514326-de-jocob-stadsappartement-4-kamers-bouwnr-226-d2/?navigateSource=resultlist,20220131_002316,"€ 625,840 vrij op naam","€ 6,954    The asking price per m² (€ 625,840) is calculated by dividing the asking price of the home by the living area (90 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 months,Available,Available in consultation,Galleried apartment (apartment),New property,2022,Woningborg garantiecertificaat,Living area90 m²Exterior space attached to the building8 m²,90 m²,8 m²,273 m³,4 rooms (3 bedrooms),1 story,4th floor,"Optical fibre, elevator, mechanical ventilation and TV via cable",A        What does this mean?,Completely insulated,District heating,District heating,Municipal long-term lease,"Alongside park, alongside a quiet road, in residential district and unobstructed surrounding view",no
