header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Exterior space attached to the building,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Energy label,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Back garden,Balcony/roof garden,Type of parking facilities,error
Buijs Ballotstraat 20 22,2563 ZL Den Haag        ,https://www.funda.nl/en/koop/den-haag/huis-41870534-buijs-ballotstraat-20-22/?navigateSource=resultlist,20220131_212223,"€ 715,000 kosten koper","€ 2,837    The asking price per m² (€ 715,000) is calculated by dividing the asking price of the home by the living area (252 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",6+ months,Available,Available in consultation,"Desirable residence/villa, row house",Resale property,1906,Flat roof,Living area252 m²Exterior space attached to the building12 m²,252 m²,12 m²,124 m²,755 m³,10 rooms (8 bedrooms),1 bathroom and 3 separate toilets,Steam cabin,3 stories,Not available,CH boiler,CH boiler,Gas-fired,124 m²,Full ownership,Alongside a quiet road and in residential district,Back garden,"20 m² (7 meter deep and 2,85 meter broad)",Balcony present,Paid parking and public parking,no
