header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Energy label,Insulation,Heating,Hot water,Area,Ownership situation,Location,Garden,Back garden,Garden location,Shed / storage,Facilities,error
Prinsendam 11,4908 AC Oosterhout (NB)        ,https://www.funda.nl/en/koop/oosterhout-nb/huis-42667884-prinsendam-11/?navigateSource=resultlist,20220127_223046,"€ 319,000 kosten koper","€ 2,848    The asking price per m² (€ 319,000) is calculated by dividing the asking price of the home by the living area (112 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",4 weeks,Available,Available in consultation,"Single-family home, row house",Resale property,1988,Living area112 m²External storage space7 m²,112 m²,7 m²,135 m²,389 m³,5 rooms (4 bedrooms),1 bathroom and 2 separate toilets,Bath,3 stories,C        What does this mean?,"Roof insulation, double glazing, insulated walls and floor insulation",CH boiler and partial floor heating,CH boiler,135 m²,Full ownership,Alongside a quiet road and in residential district,Back garden and front garden,"8,75 meter deep and 5,35 meter broad",Located at the east accessible via the rear,Detached wooden storage,Electricity,no
