header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Quality marks,Areas,Living area,Other space inside the building,Exterior space attached to the building,External storage space,Volume in cubic meters,Number of rooms,Number of stories,Provisional energy label,Insulation,Heating,Location,error
Maisonnette - Dok & Kaai (Bouwnr. 8),3024 EP Rotterdam        ,https://www.funda.nl/en/koop/rotterdam/appartement-42448306-maisonnette-dok-en-kaai-bouwnr-8/?navigateSource=resultlist,20220126_165413,"€ 582,500 vrij op naam","€ 5,110    The asking price per m² (€ 582,500) is calculated by dividing the asking price of the home by the living area (114 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",4 months,Under option,Available in consultation,Maisonnette (apartment),New property,2024,SWK garantiecertificaat,Living area114 m²Other space inside the building3 m²Exterior space attached to the building21 m²External storage space5 m²,114 m²,3 m²,21 m²,5 m²,296 m³,4 rooms (3 bedrooms),2 stories,A        What does this mean?,Energy efficient window and completely insulated,District heating,Alongside water and unobstructed surrounding view,no
