header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Type of roof,Quality marks,Areas,Living area,Other space inside the building,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of stories,Located at,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Ownership situation,Location,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Van Brederodestraat 73,2581 TC Den Haag        ,https://www.funda.nl/en/koop/den-haag/appartement-88947740-van-brederodestraat-73/?navigateSource=resultlist,20220131_204854,"€ 415,000 kosten koper","€ 3,739    The asking price per m² (€ 415,000) is calculated by dividing the asking price of the home by the living area (111 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",3 months,Sold under reservation,Available in consultation,€ 50.00 per month,Upstairs apartment (apartment),Resale property,1913,Flat roof,Energie Prestatie Advies,Living area111 m²Other space inside the building1 m²Exterior space attached to the building15 m²,111 m²,1 m²,15 m²,400 m³,7 rooms (5 bedrooms),2 stories,2nd floor,TV via cable,D        What does this mean?,Double glazing,CH boiler,CH boiler,"Remeha (gas-fired combination boiler from 2021, in ownership)",Full ownership,Alongside a quiet road,Public parking,Yes,Yes,Yes (€ 50.00 per month),Yes,No,Yes,no
