header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Construction period,Specific,Type of roof,Areas,Living area,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Located at,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Ownership situation,Location,Balcony/roof garden,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Drebbelstraat 65,2522 CR Den Haag        ,https://www.funda.nl/en/koop/den-haag/appartement-42541356-drebbelstraat-65/?navigateSource=resultlist,20220127_201535,"€ 195,000 kosten koper","€ 3,095    The asking price per m² (€ 195,000) is calculated by dividing the asking price of the home by the living area (63 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",7 weeks,Available,Available in consultation,Residential property with shared street entrance (apartment),Resale property,1906-1930,Protected townscape or village view (permit needed for alterations),Flat roof,Living area63 m²Exterior space attached to the building2 m²,63 m²,2 m²,215 m³,4 rooms (3 bedrooms),1 separate toilet,1 story,2nd floor,TV via cable,G        What does this mean?,Double glazing,CH boiler,CH boiler,Intergas Kompakt HRE (in ownership),Full ownership,"Alongside a quiet road, in residential district and unobstructed surrounding view",Balcony present,Paid parking and resident's parking permits,No,No,No,No,No,No,no
