header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Areas,Living area,Plot size,Volume in cubic meters,Number of rooms,Number of stories,Provisional energy label,Area,Ownership situation,Garden,Back garden,Garden location,error
Bouwnummer 011 (Bouwnr. 011),3846 AJ Harderwijk        ,https://www.funda.nl/en/koop/harderwijk/huis-42476907-bouwnummer-011-bouwnr-011/?navigateSource=resultlist,20220130_154804,"€ 443,500 vrij op naam","€ 3,385    The asking price per m² (€ 443,500) is calculated by dividing the asking price of the home by the living area (131 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",6+ months,Sold under reservation,Available in consultation,"Single-family home, row house",New property,2022,Living area131 m²,131 m²,127 m²,466 m³,4 rooms (3 bedrooms),2 stories and a attic,A        What does this mean?,127 m²,Full ownership,Back garden,"76 m² (13,3 meter deep and 5,7 meter broad)",Located at the west,no
