header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Exterior space attached to the building,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,Area,Ownership situation,Location,Garden,Shed / storage,Type of parking facilities,error
Hoefblad 104,5684 JS Best        ,https://www.funda.nl/en/koop/best/huis-88036046-hoefblad-104/?navigateSource=resultlist,20220130_142644,"€ 330,000 kosten koper","€ 2,821    The asking price per m² (€ 330,000) is calculated by dividing the asking price of the home by the living area (117 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 weeks,Available,Available in consultation,"Single-family home, row house",Resale property,1984,Gable roof covered with roof tiles,Living area117 m²Exterior space attached to the building14 m²External storage space7 m²,117 m²,14 m²,7 m²,147 m²,408 m³,5 rooms (4 bedrooms),2 bathrooms,Bath and toilet,3 stories,Rolldown shutters,C        What does this mean?,"Roof insulation, double glazing, insulated walls and floor insulation",Hot air heating and wood heater,Gas water heater,147 m²,Full ownership,In residential district,Back garden and front garden,Detached brick storage,Public parking,no
