header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Provisional energy label,Insulation,Heating,Hot water,Location,Garden,Back garden,Garden location,Shed / storage,error
Tussenwoning (Drachtstervaart) (Bouwnr. 120),9204 Drachten        ,https://www.funda.nl/en/koop/drachten/huis-42520329-tussenwoning-drachtstervaart-bouwnr-120/?navigateSource=resultlist,20220129_194006,"€ 305,000 vrij op naam","€ 2,500    The asking price per m² (€ 305,000) is calculated by dividing the asking price of the home by the living area (122 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 months,Sold under reservation,Available in consultation,"Single-family home, row house",New property,2022,Gable roof covered with roof tiles,Living area122 m²,122 m²,125 m²,999 m³,4 rooms (3 bedrooms),1 bathroom and 1 separate toilet,"Bath, shower and toilet",2 stories and a attic,TV via cable and solar panels,A        What does this mean?,Completely insulated,Heat pump,Electrical boiler,Alongside a quiet road and in residential district,Back garden and front garden,"63 m² (11 meter deep and 5,7 meter broad)",Located at the west accessible via the rear,Detached wooden storage,no
