header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Areas,Living area,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Provisional energy label,Heating,Hot water,CH boiler,Ownership situation,Location,Garden,Location.1,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Spoorsingel 4,2613 BD Delft        ,https://www.funda.nl/en/koop/delft/appartement-42549619-spoorsingel-4/?navigateSource=resultlist,20220129_021718,"€ 549,000 kosten koper","€ 3,660    The asking price per m² (€ 549,000) is calculated by dividing the asking price of the home by the living area (150 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",7 weeks,Available,Available immediately,Ground-floor apartment,Resale property,1897,Living area150 m²,150 m²,656 m³,6 rooms (4 bedrooms),1 bathroom and 1 separate toilet,Bath and shower,3 stories,Ground floor,G        What does this mean?,CH boiler,CH boiler,"Combi (gas-fired combination boiler, in ownership)",Full ownership,In residential district,Location,"11 m² (4,4 meter deep and 2,41 meter broad)","Public parking, parking garage and resident's parking permits",No,No,No,No,No,No,no
