header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Areas,Living area,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Located at,Provisional energy label,Insulation,Heating,Location,Shed / storage,Type of garage,Capacity,Type of parking facilities,error
Type G (Bouwnr. 11),4758 BS Standdaarbuiten        ,https://www.funda.nl/en/koop/standdaarbuiten/appartement-88920814-type-g-bouwnr-11/?navigateSource=resultlist,20220130_152419,"€ 350,000 vrij op naam","€ 3,804    The asking price per m² (€ 350,000) is calculated by dividing the asking price of the home by the living area (92 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",3 months,Under option,Available in consultation,Maisonnette,New property,2022,Living area92 m²,92 m²,276 m³,2 rooms (1 bedroom),1 separate toilet,2 stories,1st floor,A        What does this mean?,"Roof insulation, energy efficient window, insulated walls and floor insulation",Complete floor heating,On navigable waterway and unobstructed surrounding view,Built-in,Built-in,1 car,Parking on private property,no
