header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Specific,Type of roof,Areas,Living area,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Facilities,Energy label,Insulation,Heating,Hot water,Ownership situation,Location,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Tolsteeg 15 c,4201 CT Gorinchem        ,https://www.funda.nl/en/koop/gorinchem/appartement-42655594-tolsteeg-15-c/?navigateSource=resultlist,20220129_163803,"€ 225,000 kosten koper","€ 6,818    The asking price per m² (€ 225,000) is calculated by dividing the asking price of the home by the living area (33 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",7 weeks,Sold under reservation,Available in consultation,€ 50.55 per month,Upstairs apartment (apartment),Resale property,2021,"Protected townscape or village view (permit needed for alterations), listed building (national monument) and monumental building",Gable roof covered with roof tiles,Living area33 m²,33 m²,122 m³,1 room,1 bathroom,Shower and toilet,1 story,4th floor,Mechanical ventilation,C        What does this mean?,"Roof insulation, partly double glazed, insulated walls and floor insulation",Electric heating,Gas-fired boiler,Full ownership,In center and unobstructed surrounding view,Resident's parking permits,Yes,Yes,Yes (€ 50.55 per month),Yes,Yes,Yes,no
