header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,Listed since,Status,Acceptance,Type of parking facilities,Building type,Insulation,Capacity,Dimensions,Ownership situation,error
Opaalstraat 13,2332 TA Leiden        ,https://www.funda.nl/en/koop/leiden/parkeergelegenheid-88934609-opaalstraat-13/?navigateSource=resultlist,20220128_051636,"€ 45,000 kosten koper",3 months,Under offer,Available immediately,Garage,Resale property,No insulation,1,"3 m² (0,06 meter deep and 0,04 meter broad)",Full ownership,no
