header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Original asking price,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Accessibility,Areas,Living area,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Located at,Provisional energy label,Insulation,Heating,Hot water,CH boiler,Ownership situation,Location,Shed / storage,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Oude Haven 19,3751 AK Bunschoten-Spakenburg        ,https://www.funda.nl/en/koop/bunschoten-spakenburg/appartement-88986689-oude-haven-19/?navigateSource=resultlist,20220128_232709,"€ 509,000 kosten koper","€ 5,194    The asking price per m² (€ 509,000) is calculated by dividing the asking price of the home by the living area (98 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","€ 535,000 kosten koper",2 months,Available,Available in consultation,Ground-floor apartment (apartment),Resale property,1968,Disabled access friendly and accessible for seniors,Living area98 m²,98 m²,300 m³,3 rooms (2 bedrooms),1 separate toilet,1 story,Ground floor,G        What does this mean?,Double glazing,CH boiler,CH boiler,"Gas-fired, in ownership",Full ownership,On navigable waterway,Attached brick storage,Resident's parking permits,No,No,No,No,No,No,no
