header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Type of roof,Areas,Living area,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Facilities,Energy label,Heating,Hot water,CH boiler,Ownership situation,Location,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Anjeliersstraat 396 II,1015 NL Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-42548063-anjeliersstraat-396-ii/?navigateSource=resultlist,20220130_235635,"€ 325,000 kosten koper","€ 8,784    The asking price per m² (€ 325,000) is calculated by dividing the asking price of the home by the living area (37 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",8 weeks,Sold under reservation,Available in consultation,€ 80.00 per month,Upstairs apartment (apartment),Resale property,1933,Combination roof covered with asphalt roofing and roof tiles,Living area37 m²Exterior space attached to the building1 m²,37 m²,1 m²,152 m³,2 rooms (1 bedroom),1 bathroom,Shower and toilet,1 story,2nd floor,TV via cable,Not available,CH boiler,CH boiler,"Gas-fired combination boiler, in ownership",Full ownership,"Alongside a quiet road, sheltered location, in center and in residential district",Paid parking and public parking,Yes,Yes,Yes (€ 80.00 per month),Yes,Yes,Yes,no
