header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Other space inside the building,Exterior space attached to the building,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of stories,Facilities,Energy label,Insulation,Hot water,Area,Location,Garden,Back garden,Garden location,Type of garage,Capacity,Facilities.1,Type of parking facilities,error
Laan van Nederhoven 20,3334 BL Zwijndrecht        ,https://www.funda.nl/en/koop/zwijndrecht/huis-88991561-laan-van-nederhoven-20/?navigateSource=resultlist,20220130_150357,"€ 500,000 kosten koper","€ 3,472    The asking price per m² (€ 500,000) is calculated by dividing the asking price of the home by the living area (144 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 months,Sold under reservation,Available in consultation,"Desirable residence/villa, double house",Resale property,1967,Gable roof covered with roof tiles,Living area144 m²Other space inside the building24 m²Exterior space attached to the building21 m²External storage space6 m²,144 m²,24 m²,21 m²,6 m²,269 m²,577 m³,6 rooms (5 bedrooms),3 stories,Skylight,B        What does this mean?,"Double glazing, floor insulation and completely insulated",CH boiler,269 m²,In residential district,Back garden,90 m² (10 meter deep and 9 meter broad),Located at the south,Built-in,1 car,Electricity and heating,Parking on private property,no
