header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Areas,Living area,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Provisional energy label,Garden,Shed / storage,Type of parking facilities,error
Atelier - Commandeur (Bouwnr. 9),2404 HB Alphen aan den Rijn        ,https://www.funda.nl/en/koop/alphen-aan-den-rijn/appartement-42450261-atelier-commandeur-bouwnr-9/?navigateSource=resultlist,20220129_202827,"€ 325,000 vrij op naam","€ 3,779    The asking price per m² (€ 325,000) is calculated by dividing the asking price of the home by the living area (86 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",6+ months,Sold under reservation,Available in consultation,Ground-floor + upstairs apartment,New property,2022,Living area86 m²,86 m²,250 m³,3 rooms (1 bedroom),1 bathroom and 1 separate toilet,Shower and toilet,2 stories,Ground floor,A        What does this mean?,Sun terrace,Built-in,Parking garage,no
