header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Service charges,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Quality marks,Areas,Living area,External storage space,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Provisional energy label,Insulation,Heating,Location,Garden,Balcony/roof garden,Shed / storage,Type of garage,Type of parking facilities,error
Robijn (Bouwnr. 22),3541 HK Utrecht        ,https://www.funda.nl/en/koop/utrecht/huis-42653734-robijn-bouwnr-22/?navigateSource=resultlist,20220131_155842,"€ 745,000 vrij op naam","€ 4,461    The asking price per m² (€ 745,000) is calculated by dividing the asking price of the home by the living area (167 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",€ 130 per month,5 weeks,Under option,Available in consultation,"Single-family home, row house",New property,2022,Flat roof covered with asphalt roofing,Woningborg garantiecertificaat,Living area167 m²External storage space4 m²,167 m²,4 m²,434 m³,5 rooms (4 bedrooms),1 bathroom and 1 separate toilet,Toilet,3 stories,Balanced ventilation system and solar panels,A        What does this mean?,Completely insulated,Complete floor heating and heat pump,Alongside park and in residential district,Back garden and sun terrace,Roof terrace present,Detached wooden storage,Parking place,Parking on private property and public parking,no
