header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Specific,Type of roof,Areas,Living area,Other space inside the building,Exterior space attached to the building,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Energy label,Insulation,Heating,Hot water,Area,Ownership situation,Location,Garden,Back garden,Garden location,Balcony/roof garden,Type of parking facilities,error
Mariaplaats 53,3511 LM Utrecht        ,https://www.funda.nl/en/koop/utrecht/huis-88041600-mariaplaats-53/?navigateSource=resultlist,20220131_161907,"€ 1,895,000 kosten koper","€ 7,461    The asking price per m² (€ 1,895,000) is calculated by dividing the asking price of the home by the living area (254 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 20, 2022",Available,Available in consultation,"Desirable residence/villa, row house",Resale property,1920,Monumental building,Mansard roof,Living area254 m²Other space inside the building35 m²Exterior space attached to the building13 m²,254 m²,35 m²,13 m²,114 m²,"1,102 m³",9 rooms (6 bedrooms),2 bathrooms and 3 separate toilets,2 showers,4 stories and a basement,F        What does this mean?,Roof insulation,District heating,District heating,114 m²,Full ownership,In center and in residential district,Back garden and front garden,"17 m² (2,46 meter deep and 7,07 meter broad)",Located at the south,Balcony present,Paid parking and resident's parking permits,no
