header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Type of roof,Areas,Living area,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Facilities,Provisional energy label,Insulation,Heating,Location,Type of parking facilities,error
SKOLA H (Bouwnr. 8),3073 ZS Rotterdam        ,https://www.funda.nl/en/koop/rotterdam/appartement-42571054-skola-h-bouwnr-8/?navigateSource=resultlist,20220126_003334,"€ 380,000 vrij op naam","€ 3,551    The asking price per m² (€ 380,000) is calculated by dividing the asking price of the home by the living area (107 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",3 months,Available,Available in consultation,Apartment with shared street entrance (apartment),New property,2022,Flat roof covered with other,Living area107 m²Exterior space attached to the building8 m²,107 m²,8 m²,385 m³,3 rooms (1 bedroom),1 bathroom and 1 separate toilet,Toilet,2 stories,1st floor,"Balanced ventilation system, TV via cable and solar panels",A        What does this mean?,Double glazing and completely insulated,Heat recovery unit and heat pump,Alongside a quiet road and in residential district,Paid parking and public parking,no
