header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Areas,Living area,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of stories,Located at,Provisional energy label,Hot water,Location,Garden,error
Bouwnummer (Bouwnr. 189),3072 LL Rotterdam        ,https://www.funda.nl/en/koop/rotterdam/appartement-42588951-bouwnummer-bouwnr-189/?navigateSource=resultlist,20220126_165217,"€ 1,675,000 vrij op naam","€ 7,068    The asking price per m² (€ 1,675,000) is calculated by dividing the asking price of the home by the living area (237 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",3 months,Under option,Available in consultation,Penthouse,New property,2023,Living area237 m²Exterior space attached to the building22 m²,237 m²,22 m²,616 m³,4 rooms (3 bedrooms),1 story,14th floor,A        What does this mean?,Central facility,"On navigable waterway, alongside water, in center, in residential district and freestanding location",Sun terrace,no
