header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Original asking price,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Type of parking facilities,error
Waterstraat 138,6541 TN Nijmegen        ,https://www.funda.nl/en/koop/nijmegen/huis-42586960-waterstraat-138/?navigateSource=resultlist,20220128_140611,"€ 275,000 kosten koper","€ 3,986    The asking price per m² (€ 275,000) is calculated by dividing the asking price of the home by the living area (69 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","€ 300,000 kosten koper",3 months,Available,Available in consultation,"Single-family home, row house",Resale property,1930,Hipped roof covered with roof tiles,Living area69 m²,69 m²,75 m²,297 m³,3 rooms (2 bedrooms),1 bathroom and 1 separate toilet,Shower,2 stories,Passive ventilation system,C            1.60What does this mean?,Partly double glazed,CH boiler,CH boiler,"IGAS CV KETEL HRE 28-24 A (gas-fired combination boiler from 2015, in ownership)",75 m²,Full ownership,In residential district,Public parking,no
