header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Provisional energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Shed / storage,Facilities,Type of parking facilities,error
Vuurdoorn 57,3171 ND Poortugaal        ,https://www.funda.nl/en/koop/poortugaal/huis-42510534-vuurdoorn-57/?navigateSource=resultlist,20220129_043515,"€ 625,000 kosten koper","€ 4,630    Keep in mind, this house has a large plot sizeThe asking price per m² (€ 625,000) is calculated by dividing the asking price of the home by the living area (135 m²). Plot size and outbuildings aren't taken into account into this calculation.Because of the large plot size, the asking price per m² is less suited for comparisons between houses in this situation and we advise you to consult a real estate agent for further interpretation.  ",2 months,Sold under reservation,Available in consultation,"Bungalow, detached residential property",Resale property,1981,Gable roof covered with roof tiles,Living area135 m²External storage space8 m²,135 m²,8 m²,365 m²,502 m³,5 rooms (4 bedrooms),1 bathroom and 1 separate toilet,"Bath, shower and toilet",2 stories,C        What does this mean?,Roof insulation and double glazing,CH boiler,CH boiler,"Combiketel (gas-fired combination boiler, in ownership)",365 m²,Full ownership,Alongside a quiet road and in residential district,Surrounded by garden,Detached wooden storage,Electricity,Parking on private property,no
