header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Other space inside the building,Exterior space attached to the building,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Location,Garden,Back garden,Garden location,Shed / storage,Type of parking facilities,error
Sweelincklaan 1,9722 JS Groningen        ,https://www.funda.nl/en/koop/groningen/huis-42547877-sweelincklaan-1/?navigateSource=resultlist,20220129_065944,"€ 400,000 kosten koper","€ 3,279    The asking price per m² (€ 400,000) is calculated by dividing the asking price of the home by the living area (122 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",7 weeks,Sold under reservation,Available in consultation,"Single-family home, corner house",Resale property,1963,Hip roof covered with roof tiles,Living area122 m²Other space inside the building5 m²Exterior space attached to the building2 m²,122 m²,5 m²,2 m²,158 m²,419 m³,5 rooms (4 bedrooms),2 separate toilets,3 stories,TV via cable,C        What does this mean?,Double glazing and floor insulation,CH boiler,CH boiler,"Remeha Avanta (gas-fired from 2020, in ownership)",158 m²,Alongside a quiet road and in residential district,"Back garden, front garden and side garden","117 m² (21 meter deep and 9,3 meter broad)",Located at the southeast,Attached brick storage,Public parking,no
