header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Type of roof,Areas,Living area,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of stories,Located at,Energy label,Heating,Hot water,CH boiler,Ownership situation,Location,Balcony/roof garden,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
De Perponcherstraat 44 A,2518 SV Den Haag        ,https://www.funda.nl/en/koop/den-haag/appartement-88012468-de-perponcherstraat-44-a/?navigateSource=resultlist,20220131_211829,"€ 299,500 kosten koper","€ 5,445    The asking price per m² (€ 299,500) is calculated by dividing the asking price of the home by the living area (55 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",6 weeks,Available,Available immediately,Upstairs apartment (apartment),Resale property,1924,Shed roof covered with roof tiles,Living area55 m²Exterior space attached to the building7 m²,55 m²,7 m²,198 m³,2 rooms (1 bedroom),1 story,2nd floor,D        What does this mean?,CH boiler,CH boiler,"Gas-fired combination boiler, in ownership",Full ownership,In residential district,Balcony present,Yes,Yes,Yes,Yes,Yes,Yes,no
