header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Areas,Living area,Plot size,Volume in cubic meters,Number of rooms,Number of stories,Provisional energy label,Area,error
Plutolaan 205,6043 VS Roermond        ,https://www.funda.nl/en/koop/roermond/huis-42650110-plutolaan-205/?navigateSource=resultlist,20220129_183157,Price on request (auction),6 weeks,Available,Available in consultation,"Single-family home, row house",Resale property,1967,Living area121 m²,121 m²,119 m²,374 m³,5 rooms,1 story,C        What does this mean?,119 m²,no
