header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Areas,Living area,Other space inside the building,Exterior space attached to the building,External storage space,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Energy label,Insulation,Heating,Hot water,CH boiler,Location,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
St Catharinastraat 39,5611 JB Eindhoven        ,https://www.funda.nl/en/koop/eindhoven/appartement-88039170-st-catharinastraat-39/?navigateSource=resultlist,20220201_010559,"€ 389,000 kosten koper","€ 4,138    The asking price per m² (€ 389,000) is calculated by dividing the asking price of the home by the living area (94 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",3 weeks,Under offer,Available in consultation,€ 211.36 per month,Apartment with shared street entrance (apartment),Resale property,1980,Living area94 m²Other space inside the building2 m²Exterior space attached to the building4 m²External storage space11 m²,94 m²,2 m²,4 m²,11 m²,307 m³,4 rooms (2 bedrooms),1 bathroom and 1 separate toilet,Shower,1 story,2nd floor,B        What does this mean?,Double glazing and completely insulated,CH boiler,CH boiler,Agpo Ferroli (2003),In center,Yes,Yes,Yes (€ 211.36 per month),No,Yes,No,no
