header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Areas,Living area,Exterior space attached to the building,External storage space,Volume in cubic meters,Number of rooms,Number of stories,Located at,Provisional energy label,Hot water,Type of parking facilities,error
"Zuidrand Goirle, Van Besouw (BNR 105) (Bouwnr. 105)",5051 LA Goirle        ,https://www.funda.nl/en/koop/goirle/appartement-41246932-zuidrand-goirle-van-besouw-bnr-105-bouwnr-105/?navigateSource=resultlist,20220129_170129,"€ 775,000 vrij op naam","€ 4,844    The asking price per m² (€ 775,000) is calculated by dividing the asking price of the home by the living area (160 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",6+ months,Available,Available in consultation,Galleried apartment,New property,After 2020,Living area160 m²Exterior space attached to the building9 m²External storage space8 m²,160 m²,9 m²,8 m²,480 m³,3 rooms (2 bedrooms),4 stories,1st floor,A        What does this mean?,Geothermal heating and electrical boiler,Parking garage,no
