header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Service charges,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Specific,Areas,Living area,External storage space,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Energy label,Heating,Hot water,Ownership situation,Location,Garden,Shed / storage,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Aurikelstraat 5,1032 AP Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-42492620-aurikelstraat-5/?navigateSource=resultlist,20220127_213010,"€ 500,000 kosten koper","€ 6,024    The asking price per m² (€ 500,000) is calculated by dividing the asking price of the home by the living area (83 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",€ 96 per month,5 months,Sold under reservation,Available in consultation,Ground-floor apartment (apartment),Resale property,1925,Protected townscape or village view (permit needed for alterations),Living area83 m²External storage space3 m²,83 m²,3 m²,315 m³,4 rooms (3 bedrooms),1 bathroom and 1 separate toilet,Shower,1 story,Ground floor,G            3.09What does this mean?,CH boiler,CH boiler,Municipal long-term lease (end date of long-term lease:  30-04-2055),In residential district,Back garden,Detached brick storage,Paid parking and resident's parking permits,Yes,Yes,Yes,Yes,Yes,Yes,no
