header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Areas,Living area,Exterior space attached to the building,External storage space,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Energy label,Insulation,Heating,Ownership situation,Shed / storage,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Statenweg 165 B,3039 HN Rotterdam        ,https://www.funda.nl/en/koop/rotterdam/appartement-88832234-statenweg-165-b/?navigateSource=resultlist,20220126_010014,"€ 325,000 kosten koper","€ 4,012    The asking price per m² (€ 325,000) is calculated by dividing the asking price of the home by the living area (81 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",6+ months,Sold under reservation,Available in consultation,€ 109.00 per month,Residential property with shared street entrance,Resale property,1939,Living area81 m²Exterior space attached to the building3 m²External storage space13 m²,81 m²,3 m²,13 m²,273 m³,4 rooms (3 bedrooms),1 bathroom,Shower,1 story,1st floor,C        What does this mean?,Double glazing,CH boiler,Full ownership,Built-in,Public parking,Yes,Yes,Yes (€ 109.00 per month),Yes,Yes,Yes,no
