header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Areas,Living area,Other space inside the building,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Provisional energy label,Heating,Hot water,CH boiler,Area,Ownership situation,Garden,Back garden,Garden location,Type of garage,Capacity,error
Akerstraat-Noord 115,6413 JC Heerlen        ,https://www.funda.nl/en/koop/heerlen/huis-42520423-akerstraat-noord-115/?navigateSource=resultlist,20220129_010832,"€ 185,000 kosten koper","€ 1,412    Keep in mind, this house has a large plot sizeThe asking price per m² (€ 185,000) is calculated by dividing the asking price of the home by the living area (131 m²). Plot size and outbuildings aren't taken into account into this calculation.Because of the large plot size, the asking price per m² is less suited for comparisons between houses in this situation and we advise you to consult a real estate agent for further interpretation.  ",2 months,Sold under reservation,Available in consultation,"Single-family home, row house",Resale property,1920,Living area131 m²Other space inside the building53 m²External storage space17 m²,131 m²,53 m²,17 m²,323 m²,600 m³,13 rooms (4 bedrooms),1 bathroom and 1 separate toilet,Shower and toilet,2 stories and a attic,F        What does this mean?,CH boiler,CH boiler,"Nefit ( combination boiler from 2017, in ownership)",323 m²,Full ownership,Back garden,178 m² (30 meter deep and 6 meter broad),Located at the northeast accessible via the rear,Detached brick garage,1 car,no
