header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Type of roof,Areas,Living area,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of stories,Located at,Provisional energy label,Insulation,Heating,Hot water,CH boiler,Location,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Eeldeplantsoen 39,2541 JB Den Haag        ,https://www.funda.nl/en/koop/den-haag/appartement-88034587-eeldeplantsoen-39/?navigateSource=resultlist,20220131_205001,"€ 269,000 kosten koper","€ 3,587    The asking price per m² (€ 269,000) is calculated by dividing the asking price of the home by the living area (75 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 weeks,Under offer,Available immediately,Residential property with shared street entrance (apartment),Resale property,1958,Flat roof covered with asphalt roofing,Living area75 m²Exterior space attached to the building4 m²,75 m²,4 m²,210 m³,4 rooms (3 bedrooms),1 story,2nd floor,E        What does this mean?,Double glazing,CH boiler,CH boiler,Gas-fired,Alongside a quiet road and in residential district,Public parking,Yes,Yes,Yes,Yes,Yes,Yes,no
