header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,Listed since,Status,Acceptance,Type of property,Plot size,Ownership situation,Location,error
Sint Josephstraat 14 ..,5089 NK Haghorst        ,https://www.funda.nl/en/koop/haghorst/bouwgrond-42496760-sint-josephstraat-14/?navigateSource=resultlist,20220129_035548,"€ 249,000 kosten koper",6+ months,Available,Available in consultation,Building plot,598 m²,Full ownership,In residential district and rural,no
