header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Type of roof,Areas,Living area,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Located at,Facilities,Energy label,Insulation,Heating,Area,Ownership situation,Location,Garden,Balcony/roof garden,Shed / storage,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Ten Darperweg 82,7983 KN Wapse        ,https://www.funda.nl/en/koop/wapse/appartement-42586511-ten-darperweg-82/?navigateSource=resultlist,20220129_090257,"€ 575,000 kosten koper","€ 1,797    The asking price per m² (€ 575,000) is calculated by dividing the asking price of the home by the living area (320 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",3 months,Available,Available in consultation,Upstairs apartment (apartment),Resale property,Before 1906,Flat roof covered with asphalt roofing,Living area320 m²,320 m²,"1,000 m³",9 rooms (7 bedrooms),1 separate toilet,2 stories,2nd floor,Optical fibre,Not available,"Roof insulation, double glazing, insulated walls and floor insulation",Partial floor heating and heat pump,Part of parcel,Full ownership,"In residential district, rural and unobstructed surrounding view",Surrounded by garden and sun terrace,Roof terrace present and balcony present,Built-in,Parking on private property,No,No,No,No,No,No,no
