header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Other space inside the building,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Facilities,Provisional energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Type of garage,Capacity,Facilities.1,Insulation.1,Type of parking facilities,error
Bakkerswei 19,9104 DB Damwâld        ,https://www.funda.nl/en/koop/damwald/huis-42422244-bakkerswei-19/?navigateSource=resultlist,20220130_135035,Price on request,4 months,Sold under reservation,Available in consultation,"Single-family home, detached residential property",Resale property,1966,Gable roof covered with roof tiles,Living area84 m²Other space inside the building40 m²External storage space22 m²,84 m²,40 m²,22 m²,507 m²,403 m³,4 rooms (3 bedrooms),1 separate toilet,1 story,"Optical fibre, passive ventilation system and flue",D        What does this mean?,Double glazing,CH boiler,CH boiler,"Nefit Hr-combiketel (gas-fired combination boiler from 2001, in ownership)",507 m²,Full ownership,In residential district,Surrounded by garden,Detached brick garage,1 car,Electrical door and electricity,No insulation,Parking on private property,no
