header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Energy label,Heating,Hot water,CH boiler,Area,Ownership situation,Garden,Type of garage,Capacity,error
Glinthorst 26,3085 VK Rotterdam        ,https://www.funda.nl/en/koop/rotterdam/huis-42653182-glinthorst-26/?navigateSource=resultlist,20220126_172642,Price on request,5 weeks,Sold under reservation,Available in consultation,"Single-family home, corner house",Resale property,1998,Living area136 m²External storage space15 m²,136 m²,15 m²,186 m²,440 m³,5 rooms (4 bedrooms),1 bathroom and 1 separate toilet,3 stories,A        What does this mean?,CH boiler,CH boiler,"Combination boiler from 2014, in ownership",186 m²,Full ownership,"Back garden, front garden and side garden",Detached brick garage,1 car,no
