header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Type of roof,Areas,Living area,Other space inside the building,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Located at,Provisional energy label,Insulation,Heating,Hot water,CH boiler,Location,Balcony/roof garden,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Schependreef 33,2542 NT Den Haag        ,https://www.funda.nl/en/koop/den-haag/appartement-88027132-schependreef-33/?navigateSource=resultlist,20220131_205026,"€ 249,000 kosten koper","€ 3,557    The asking price per m² (€ 249,000) is calculated by dividing the asking price of the home by the living area (70 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",3 weeks,Sold under reservation,Available in consultation,Residential property with shared street entrance (apartment),Resale property,1960,Flat roof covered with asphalt roofing,Living area70 m²Other space inside the building15 m²Exterior space attached to the building6 m²,70 m²,15 m²,6 m²,210 m³,4 rooms (3 bedrooms),1 separate toilet,1 story,1st floor,E        What does this mean?,Double glazing,CH boiler,CH boiler,Gas-fired,"Alongside a quiet road, In wooded surroundings and in residential district",Balcony present,Public parking,Yes,Yes,Yes,Yes,Yes,Yes,no
