header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Construction period,Type of roof,Areas,Living area,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Ownership situation,Location,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Laan van Nieuw-Oost-Indië 160,2593 CB Den Haag        ,https://www.funda.nl/en/koop/den-haag/appartement-88030808-laan-van-nieuw-oost-indie-160/?navigateSource=resultlist,20220131_204145,"€ 460,000 kosten koper","€ 5,412    The asking price per m² (€ 460,000) is calculated by dividing the asking price of the home by the living area (85 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",3 weeks,Available,Available immediately,Upstairs apartment (apartment),Resale property,1906-1930,Flat roof,Living area85 m²,85 m²,309 m³,4 rooms (3 bedrooms),1 bathroom and 1 separate toilet,Shower,1 story,2nd floor,Mechanical ventilation and TV via cable,A        What does this mean?,"Roof insulation, partly double glazed, insulated walls and floor insulation",CH boiler and complete floor heating,CH boiler,"Gas-fired combination boiler from 2021, in ownership",Full ownership,Alongside busy road and in residential district,Resident's parking permits,Yes,Yes,Yes,Yes,Yes,Yes,no
