header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Other space inside the building,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Garden,Back garden,Garden location,Type of garage,Capacity,Type of parking facilities,error
Bramzeil 10,5345 BX Oss        ,https://www.funda.nl/en/koop/oss/huis-88047059-bramzeil-10/?navigateSource=resultlist,20220129_032548,"€ 550,000 kosten koper","€ 4,167    The asking price per m² (€ 550,000) is calculated by dividing the asking price of the home by the living area (132 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 26, 2022",Available,Available in consultation,"Single-family home, semi-detached residential property",Resale property,1989,Gable roof covered with roof tiles,Living area132 m²Other space inside the building18 m²,132 m²,18 m²,256 m²,530 m³,5 rooms (4 bedrooms),1 bathroom and 1 separate toilet,"Bath, shower and toilet",3 stories,"Air conditioning, mechanical ventilation and rolldown shutters",C        What does this mean?,Roof insulation and double glazing,CH boiler,CH boiler,"Nefit HR Trendline (gas-fired from 2016, in ownership)",256 m²,Full ownership,Back garden and front garden,"105 m² (11 meter deep and 9,5 meter broad)",Located at the west,Built-in,1 car,Parking on private property and public parking,no
