header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Areas,Living area,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Provisional energy label,Garden,Type of garage,error
Kasteelappartement 6 & 7 (Bouwnr. 6+7),5421 CW Gemert        ,https://www.funda.nl/en/koop/gemert/appartement-42583840-kasteelappartement-6-en-7-bouwnr-6-7/?navigateSource=resultlist,20220130_143616,"€ 835,000 vrij op naam","€ 5,154    The asking price per m² (€ 835,000) is calculated by dividing the asking price of the home by the living area (162 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",3 months,Under option,Available in consultation,Apartment with shared street entrance,New property,After 2020,Living area162 m²,162 m²,425 m³,5 rooms (4 bedrooms),1 separate toilet,1 story,A        What does this mean?,Patio/atrium,Parking place,no
