header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Original asking price,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Areas,Living area,Plot size,Volume in cubic meters,Number of rooms,Number of stories,Energy label,Insulation,Area,Ownership situation,Location,Garden,Type of garage,Capacity,error
Laan van Echternach (Casco),5131 CB Alphen (NB)        ,https://www.funda.nl/en/koop/alphen-nb/huis-41316841-laan-van-echternach-casco/?navigateSource=resultlist,20220129_210802,"€ 480,000 vrij op naam","€ 2,652    Keep in mind, this house has a large plot sizeThe asking price per m² (€ 480,000) is calculated by dividing the asking price of the home by the living area (181 m²). Plot size and outbuildings aren't taken into account into this calculation.Because of the large plot size, the asking price per m² is less suited for comparisons between houses in this situation and we advise you to consult a real estate agent for further interpretation.  ","€ 493,000 vrij op naam",6+ months,Under option,Available in consultation,"Single-family home, detached residential property",New property,After 2020,Living area181 m²,181 m²,405 m²,780 m³,5 rooms (3 bedrooms),3 stories,Not available,Completely insulated,405 m² (part of parcel),Full ownership,Alongside a quiet road and in residential district,"Back garden, front garden and side garden",Attached brick garage,1 car,no
