header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Type of roof,Areas,Living area,Exterior space attached to the building,External storage space,Volume in cubic meters,Number of rooms,Number of stories,Located at,Provisional energy label,Insulation,Hot water,Ownership situation,Shed / storage,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Rijksweg Noord 320 II,6136 AJ Sittard        ,https://www.funda.nl/en/koop/sittard/appartement-88973982-rijksweg-noord-320-ii/?navigateSource=resultlist,20220127_202728,"€ 139,000 kosten koper","€ 2,725    The asking price per m² (€ 139,000) is calculated by dividing the asking price of the home by the living area (51 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 months,Sold under reservation,Available immediately,Galleried apartment,Resale property,1965,Flat roof covered with asphalt roofing,Living area51 m²Exterior space attached to the building3 m²External storage space4 m²,51 m²,3 m²,4 m²,165 m³,3 rooms (1 bedroom),1 story,3rd floor,E        What does this mean?,Double glazing,Electrical boiler,Full ownership,Built-in,Public parking,No,No,No,No,No,No,no
