header_title,header_subtitle,ad_link,ad_download_date_time,error
,,https://www.funda.nl/en/koop/rotterdam/appartement-42489272-groot-groter-grootst-zalmhaven-bouwnr-442/?navigateSource=resultlist,20220126_004939,yes
