header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,Area,Ownership situation,Fees,Location,Garden,Back garden,Shed / storage,Facilities.1,Type of parking facilities,error
Winand Staringstraat 13,1447 ET Purmerend        ,https://www.funda.nl/en/koop/purmerend/huis-42541072-winand-staringstraat-13/?navigateSource=resultlist,20220129_060731,"€ 400,000 kosten koper","€ 3,419    The asking price per m² (€ 400,000) is calculated by dividing the asking price of the home by the living area (117 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",7 weeks,Sold under reservation,Available in consultation,"Single-family home, row house",Resale property,1991,Gable roof covered with roof tiles,Living area117 m²External storage space6 m²,117 m²,6 m²,155 m²,435 m³,5 rooms (4 bedrooms),1 bathroom and 1 separate toilet,Toilet,3 stories,Mechanical ventilation and TV via cable,B        What does this mean?,"Roof insulation, double glazing, insulated walls and floor insulation",District heating,Central facility,155 m²,Ownership encumbered with long-term leaset,Bought off for eternity,In residential district and unobstructed surrounding view,Back garden and front garden,"63 m² (11 meter deep and 5,75 meter broad)",Detached wooden storage,Electricity,Public parking,no
