header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Areas,Living area,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Located at,Facilities,Energy label,Heating,Hot water,CH boiler,Ownership situation,Location,Balcony/roof garden,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Bonairestraat 7 2,1058 XC Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-42545295-bonairestraat-7-2/?navigateSource=resultlist,20220130_220223,"€ 535,000 kosten koper","€ 7,985    The asking price per m² (€ 535,000) is calculated by dividing the asking price of the home by the living area (67 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",8 weeks,Sold under reservation,Available in consultation,€ 91.00 per month,Mezzanine (apartment),Resale property,1930,Living area67 m²Exterior space attached to the building4 m²,67 m²,4 m²,225 m³,4 rooms (3 bedrooms),1 bathroom and 1 separate toilet,1 story,3rd floor,Mechanical ventilation,E            2.24What does this mean?,CH boiler,CH boiler,"Intergas ( combination boiler from 2009, in ownership)",Full ownership,Sheltered location and in residential district,Balcony present,Paid parking and resident's parking permits,Yes,Yes,Yes (€ 91.00 per month),Yes,No,Yes,no
