header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Other space inside the building,Exterior space attached to the building,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of stories,Provisional energy label,Heating,CH boiler,Area,Ownership situation,Garden,Shed / storage,Type of garage,Capacity,Type of parking facilities,error
Kruisstraat 33,6137 SX Sittard        ,https://www.funda.nl/en/koop/sittard/huis-88990016-kruisstraat-33/?navigateSource=resultlist,20220128_070803,"€ 495,000 kosten koper","€ 2,210    Keep in mind, this house has a large plot sizeThe asking price per m² (€ 495,000) is calculated by dividing the asking price of the home by the living area (224 m²). Plot size and outbuildings aren't taken into account into this calculation.Because of the large plot size, the asking price per m² is less suited for comparisons between houses in this situation and we advise you to consult a real estate agent for further interpretation.  ",2 months,Sold under reservation,Available in consultation,"Converted farmhouse, semi-detached residential property",Resale property,1792,Combination roof,Living area224 m²Other space inside the building33 m²Exterior space attached to the building23 m²External storage space12 m²,224 m²,33 m²,23 m²,12 m²,700 m²,990 m³,7 rooms (4 bedrooms),2 stories,G        What does this mean?,CH boiler,Combination boiler,700 m²,Full ownership,Back garden,Detached brick storage,Attached brick garage,1 car,Public parking,no
