header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Service charges,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Type of roof,Areas,Living area,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of stories,Located at,Energy label,Insulation,Heating,Hot water,CH boiler,Ownership situation,Location,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Catharijnesingel 90 b,3511 GR Utrecht        ,https://www.funda.nl/en/koop/utrecht/appartement-88011313-catharijnesingel-90-b/?navigateSource=resultlist,20220131_155740,"€ 180,000 kosten koper","€ 7,200    The asking price per m² (€ 180,000) is calculated by dividing the asking price of the home by the living area (25 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",€ 142 per month,6 weeks,Under offer,Available in consultation,€ 142.00 per month,Upstairs apartment (apartment),Resale property,1903,Combination roof covered with asphalt roofing and roof tiles,Living area25 m²Exterior space attached to the building5 m²,25 m²,5 m²,96 m³,1 room (1 bedroom),1 story,3rd floor,Not available,Roof insulation,CH boiler,CH boiler,"Gas-fired combination boiler, in ownership",Full ownership,In center and in residential district,Paid parking and resident's parking permits,Yes,Yes,Yes (€ 142.00 per month),Yes,Yes,Yes,no
