header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Areas,Living area,Volume in cubic meters,Number of rooms,Number of stories,Located at,Provisional energy label,Garden,Shed / storage,Type of parking facilities,error
Robie House - Luxe (Bouwnr. 6),6663 KR Lent        ,https://www.funda.nl/en/koop/lent/appartement-41387588-robie-house-luxe-bouwnr-6/?navigateSource=resultlist,20220129_001005,"€ 590,000 vrij op naam","€ 5,130    The asking price per m² (€ 590,000) is calculated by dividing the asking price of the home by the living area (115 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",6+ months,Available,Available in consultation,Apartment with shared street entrance,New property,2021,Living area115 m²,115 m²,347 m³,3 rooms (2 bedrooms),1 story,1st floor,A        What does this mean?,Sun terrace,Built-in,Parking garage,no
