header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Construction period,Type of roof,Areas,Living area,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of stories,Located at,Facilities,Energy label,Insulation,Heating,Hot water,Location,Garden,Balcony/roof garden,Type of parking facilities,error
Tolhuiskade,1031 Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-42511363-tolhuiskade/?navigateSource=resultlist,20220130_192036,"€ 765,500 vrij op naam","€ 6,959    The asking price per m² (€ 765,500) is calculated by dividing the asking price of the home by the living area (110 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 months,Available,Available in consultation,Apartment with shared street entrance (apartment),New property,2011-2020,Flat roof,Living area110 m²Exterior space attached to the building7 m²,110 m²,7 m²,330 m³,4 rooms (3 bedrooms),7 stories,5th floor,"Optical fibre, elevator, mechanical ventilation, solar collectors and solar panels",Not available,Completely insulated,"District heating, complete floor heating, heat recovery unit and heat pump",Geothermal heating and district heating,Alongside a quiet road and in residential district,Back garden,French balcony present,Parking garage,no
