header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Type of roof,Areas,Living area,Other space inside the building,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Ownership situation,Location,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Lindengracht 168 3,1015 KL Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-42443947-lindengracht-168-3/?navigateSource=resultlist,20220130_234940,"€ 995,000 kosten koper","€ 9,213    The asking price per m² (€ 995,000) is calculated by dividing the asking price of the home by the living area (108 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",4 months,Available,Available in consultation,€ 106.70 per month,Apartment with shared street entrance,Resale property,1906,Flat roof,Living area108 m²Other space inside the building3 m²Exterior space attached to the building1 m²,108 m²,3 m²,1 m²,448 m³,3 rooms (2 bedrooms),1 bathroom,Bath and toilet,2 stories,3rd floor,TV via cable,G        What does this mean?,Double glazing,CH boiler,CH boiler,"Daalderop (gas-fired combination boiler, in ownership)",See deed,In residential district,Yes,Yes,Yes (€ 106.70 per month),Yes,Yes,Yes,no
