header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Areas,Living area,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Located at,Energy label,Ownership situation,Garden,Balcony/roof garden,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Triniteitstraat 15,5211 KW Den Bosch        ,https://www.funda.nl/en/koop/den-bosch/appartement-88871863-triniteitstraat-15/?navigateSource=resultlist,20220201_105742,"€ 1,200,000 kosten koper","€ 8,333    The asking price per m² (€ 1,200,000) is calculated by dividing the asking price of the home by the living area (144 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",5 months,Available,Available in consultation,Upstairs apartment (apartment),Resale property,1905,Living area144 m²Exterior space attached to the building46 m²,144 m²,46 m²,482 m³,3 rooms (2 bedrooms),1 separate toilet,2 stories,1st floor,A+        What does this mean?,Full ownership,Back garden and sun terrace,Roof terrace present,Parking garage,No,No,No,No,No,No,no
