header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Areas,Living area,Volume in cubic meters,Number of rooms,Number of stories,Located at,Facilities,Provisional energy label,Ownership situation,Location,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Grevelingenstraat 6,3522 PR Utrecht        ,https://www.funda.nl/en/koop/utrecht/appartement-88034327-grevelingenstraat-6/?navigateSource=resultlist,20220131_162651,"€ 385,000 kosten koper","€ 5,580    The asking price per m² (€ 385,000) is calculated by dividing the asking price of the home by the living area (69 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 weeks,Available,Available in consultation,€ 33.33 per month,Ground-floor apartment (apartment),Resale property,1926,Living area69 m²,69 m²,264 m³,3 rooms (2 bedrooms),2 stories,Ground floor,Mechanical ventilation and TV via cable,G        What does this mean?,Long-term lease,Alongside a quiet road and in residential district,Yes,Yes,Yes (€ 33.33 per month),Yes,Yes,Yes,no
