header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Quality marks,Areas,Living area,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Provisional energy label,Insulation,Heating,Hot water,Balcony/roof garden,Shed / storage,error
Appartement (Bouwnr. 177),3527 KW Utrecht        ,https://www.funda.nl/en/koop/utrecht/appartement-42568029-appartement-bouwnr-177/?navigateSource=resultlist,20220131_151712,"€ 387,500 vrij op naam","€ 5,962    The asking price per m² (€ 387,500) is calculated by dividing the asking price of the home by the living area (65 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",3 months,Sold under reservation,Available in consultation,Apartment with shared street entrance (apartment),New property,2021,Politiekeurmerk and SWK garantiecertificaat,Living area65 m²Exterior space attached to the building4 m²,65 m²,4 m²,193 m³,3 rooms (1 bedroom),1 bathroom and 1 separate toilet,Shower,1 story,"Balanced ventilation system, optical fibre, elevator, mechanical ventilation and solar panels",A        What does this mean?,Completely insulated,District heating and complete floor heating,District heating,Balcony present,Built-in,no
