header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Type of roof,Areas,Living area,Other space inside the building,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Facilities,Energy label,Heating,Hot water,CH boiler,Ownership situation,Location,Balcony/roof garden,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Tramstraat 32,2551 TV Den Haag        ,https://www.funda.nl/en/koop/den-haag/appartement-42673652-tramstraat-32/?navigateSource=resultlist,20220131_214905,"€ 275,000 kosten koper","€ 3,438    The asking price per m² (€ 275,000) is calculated by dividing the asking price of the home by the living area (80 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 weeks,Available,Available in consultation,€ 25.00 per month,Residential property with shared street entrance (apartment),Resale property,1934,Flat roof,Living area80 m²Other space inside the building1 m²Exterior space attached to the building4 m²,80 m²,1 m²,4 m²,266 m³,3 rooms (2 bedrooms),1 bathroom,Bath and shower,1 story,2nd floor,TV via cable,G        What does this mean?,CH boiler,CH boiler,"Remeha Avanta (gas-fired from 2020, in ownership)",Full ownership,In residential district,Balcony present,Public parking,No,No,No,No,Yes,No,no
