header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Areas,Living area,Exterior space attached to the building,External storage space,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Provisional energy label,Location,Balcony/roof garden,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Frederik Hendriklaan 7,2712 EB Zoetermeer        ,https://www.funda.nl/en/koop/zoetermeer/appartement-88025982-frederik-hendriklaan-7/?navigateSource=resultlist,20220127_220610,"€ 254,500 kosten koper","€ 3,585    The asking price per m² (€ 254,500) is calculated by dividing the asking price of the home by the living area (71 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 weeks,Sold under reservation,Available in consultation,€ 9.00 per month,Apartment with shared street entrance (apartment),Resale property,1961,Living area71 m²Exterior space attached to the building6 m²External storage space7 m²,71 m²,6 m²,7 m²,227 m³,4 rooms (2 bedrooms),1 bathroom and 1 separate toilet,Shower,2 stories,2nd floor,E        What does this mean?,Alongside a quiet road and in residential district,Balcony present,Yes,Yes,Yes (€ 9.00 per month),Yes,Yes,Yes,no
