header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Exterior space attached to the building,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of stories,Energy label,Insulation,Heating,Area,Ownership situation,Garden,Back garden,Garden location,Type of garage,Capacity,error
Cantharel 26,9685 EA Blauwestad        ,https://www.funda.nl/en/koop/blauwestad/huis-88980737-cantharel-26/?navigateSource=resultlist,20220127_202242,"€ 695,000 kosten koper","€ 3,390    Keep in mind, this house has a large plot sizeThe asking price per m² (€ 695,000) is calculated by dividing the asking price of the home by the living area (205 m²). Plot size and outbuildings aren't taken into account into this calculation.Because of the large plot size, the asking price per m² is less suited for comparisons between houses in this situation and we advise you to consult a real estate agent for further interpretation.  ",2 months,Available,Available in consultation,"Desirable residence/villa, row house",Resale property,2008,Flat roof,Living area205 m²Exterior space attached to the building28 m²External storage space18 m²,205 m²,28 m²,18 m²,858 m²,754 m³,8 rooms (5 bedrooms),3 stories,A        What does this mean?,Double glazing and completely insulated,Complete floor heating,858 m²,Full ownership,"Back garden, surrounded by garden and sun terrace",500 m² (25 meter deep and 20 meter broad),Located at the south accessible via the rear,Detached brick garage,1 car,no
