header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Other space inside the building,Exterior space attached to the building,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Energy label,Insulation,Hot water,Area,Ownership situation,Location,Garden,Back garden,Garden location,Shed / storage,Facilities,Type of parking facilities,error
Huissensestraat 228,6833 JH Arnhem        ,https://www.funda.nl/en/koop/arnhem/huis-88920690-huissensestraat-228/?navigateSource=resultlist,20220129_092655,"€ 259,000 kosten koper","€ 3,198    The asking price per m² (€ 259,000) is calculated by dividing the asking price of the home by the living area (81 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",3 months,Available,Available in consultation,"Single-family home, row house",Resale property,1963,Gable roof covered with roof tiles,Living area81 m²Other space inside the building10 m²Exterior space attached to the building17 m²External storage space15 m²,81 m²,10 m²,17 m²,15 m²,147 m²,324 m³,4 rooms (3 bedrooms),1 bathroom and 1 separate toilet,Shower and toilet,2 stories and a attic,B        What does this mean?,"Roof insulation, double glazing and insulated walls",CH boiler,147 m²,Full ownership,Alongside busy road and in residential district,Back garden and front garden,60 m² (12 meter deep and 5 meter broad),Located at the northwest accessible via the rear,Detached brick storage,Electricity,Public parking,no
