header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,Original asking price,Listed since,Status,Acceptance,Type of parking facilities,Building type,Capacity,error
Korendijk,3079 PW Rotterdam        ,https://www.funda.nl/en/koop/rotterdam/parkeergelegenheid-49060306-korendijk/?navigateSource=resultlist,20220126_005128,"€ 10,000 kosten koper","€ 19,000 kosten koper",6+ months,Available,Available in consultation,Parking place,Resale property,1,no
