header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Specific,Type of roof,Areas,Living area,Other space inside the building,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Facilities,Energy label,Heating,Hot water,CH boiler,Ownership situation,Location,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Esschilderstraat 16 rd,2012 BD Haarlem        ,https://www.funda.nl/en/koop/haarlem/appartement-42683776-esschilderstraat-16-rd/?navigateSource=resultlist,20220129_005352,"€ 450,000 kosten koper","€ 4,737    The asking price per m² (€ 450,000) is calculated by dividing the asking price of the home by the living area (95 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 27, 2022",Available,Available in consultation,Upstairs apartment (apartment),Resale property,1897,Renovation project,Gable roof covered with roof tiles,Living area95 m²Other space inside the building11 m²,95 m²,11 m²,378 m³,5 rooms (3 bedrooms),2 bathrooms,2 showers and 2 toilets,2 stories,2nd floor,TV via cable,D        What does this mean?,CH boiler,CH boiler,"Vaillant (gas-fired combination boiler from 2005, in ownership)",Full ownership,"Alongside a quiet road, in center and in residential district",Paid parking and resident's parking permits,No,No,No,No,No,No,no
